name,result,time,num_lemmas,num_lemmas_attempted,num_lemmas_proven,result_cyclic,time_cyclic,num_lemmas_cyclic,num_attempted_lemmas_cyclic,num_proven_lemmas_cyclic
ta1-ta2,Timeout,60041.145,392,392,0,Unknown,0,0,0,0
ta1-ta3,Timeout,60037.348,392,392,0,Unknown,0,0,0,0
ta1-sol8,Timeout,60023.137,122,122,0,Unknown,0,0,0,0
ta1-sol225,Timeout,60029.3,392,392,0,Unknown,0,0,0,0
ta1-sol573,Invalid,60370.6,512,512,0,Unknown,0,0,0,0
